frame,person_id,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
0,0,0.4588865637779236,0.7129148244857788,-0.5709925293922424,0.9996764659881592,0.473916620016098,0.6681227087974548,-0.5300812125205994,0.9994908571243286,0.4840880334377289,0.6654303073883057,-0.5299851298332214,0.9995757937431335,0.4957272410392761,0.662570595741272,-0.5297853946685791,0.9995450377464294,0.4403412938117981,0.6720322370529175,-0.5299628376960754,0.9993902444839478,0.42758235335350037,0.6722452044487,-0.5292291641235352,0.999390721321106,0.4145203232765198,0.6724802255630493,-0.5293853878974915,0.9993683695793152,0.5140662789344788,0.6724379062652588,-0.23378121852874756,0.9996042847633362,0.39488518238067627,0.6842764019966125,-0.22557631134986877,0.9994316697120667,0.48215240240097046,0.7513262629508972,-0.45458918809890747,0.9992746710777283,0.4422031342983246,0.7588552832603455,-0.45289820432662964,0.9992668032646179,0.6280672550201416,0.8640112280845642,-0.09709727019071579,0.9975255131721497,0.321561336517334,0.910280168056488,-0.13680671155452728,0.9968011379241943,0,0,0,0,0.2952035069465637,1.2330176830291748,-0.609362006187439,0.5108954906463623,0.546995997428894,0.9718506336212158,-0.819344699382782,0.8036077618598938,0.3988722562789917,0.9388625621795654,-1.1657185554504395,0.9145621061325073,0.5257560610771179,0.8653104305267334,-0.9121718406677246,0.8192368745803833,0.4195471405982971,0.8426447510719299,-1.294276475906372,0.8938449621200562,0.5298692584037781,0.8319937586784363,-0.8512201309204102,0.866008460521698,0.4191669523715973,0.8138309121131897,-1.2339468002319336,0.9183871746063232,0.5251522064208984,0.8658226728439331,-0.8150444030761719,0.8387148380279541,0.4165542721748352,0.8479111194610596,-1.1633433103561401,0.8970291018486023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.4606143832206726,0.7244325280189514,-0.5405524969100952,0.9996110200881958,0.47392043471336365,0.6739419102668762,-0.5131409764289856,0.9993938207626343,0.4840940833091736,0.6709684133529663,-0.5131030082702637,0.9995033740997314,0.4953406751155853,0.6678848266601562,-0.5131484270095825,0.9994590282440186,0.4397953152656555,0.6806961894035339,-0.5156852006912231,0.9992954134941101,0.4268035888671875,0.682102382183075,-0.5150777101516724,0.9993123412132263,0.41382837295532227,0.6834132075309753,-0.5152729153633118,0.999276340007782,0.5104495882987976,0.6757830381393433,-0.23530550301074982,0.9995660781860352,0.39225199818611145,0.7034100294113159,-0.2321780025959015,0.9993768334388733,0.4843098521232605,0.7670555114746094,-0.43137437105178833,0.9992516040802002,0.44300952553749084,0.773912250995636,-0.4318886399269104,0.9992340803146362,0.6195584535598755,0.8491624593734741,-0.09371349215507507,0.9976458549499512,0.3209628164768219,0.912103533744812,-0.13680127263069153,0.9967974424362183,0,0,0,0,0.29106125235557556,1.1858946084976196,-0.5536429286003113,0.5042673349380493,0.558245062828064,0.9968159794807434,-0.7196727991104126,0.7738609313964844,0.37626397609710693,0.9823258519172668,-1.0919620990753174,0.8964835405349731,0.5339073538780212,0.9729461669921875,-0.8011445999145508,0.7852923274040222,0.3979197144508362,0.9089534878730774,-1.2043626308441162,0.8722571134567261,0.5296379923820496,0.9364201426506042,-0.7477284073829651,0.8349431753158569,0.3948752284049988,0.8849751353263855,-1.1670429706573486,0.899909496307373,0.5154173374176025,0.9150232076644897,-0.7130048274993896,0.8077248334884644,0.39733678102493286,0.9008402228355408,-1.0960158109664917,0.8772045373916626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.45252305269241333,0.7255773544311523,-0.49807533621788025,0.9996091723442078,0.4672926962375641,0.6751181483268738,-0.48108530044555664,0.9993706941604614,0.4795924127101898,0.6728696823120117,-0.4810411036014557,0.9994905591011047,0.49084776639938354,0.6708856821060181,-0.481065571308136,0.99943608045578,0.42684489488601685,0.6815489530563354,-0.4786016047000885,0.9992867112159729,0.41291865706443787,0.6835406422615051,-0.4780079424381256,0.9993140697479248,0.4006979465484619,0.6855947971343994,-0.47813573479652405,0.999270498752594,0.5038446187973022,0.6798312067985535,-0.23805229365825653,0.9995578527450562,0.38261187076568604,0.7075440287590027,-0.22136735916137695,0.9993826150894165,0.48187389969825745,0.7718266844749451,-0.4024122357368469,0.9992644190788269,0.4323250651359558,0.7796517610549927,-0.3943338692188263,0.9992493391036987,0.6169367432594299,0.8472109436988831,-0.07980940490961075,0.9977326393127441,0.32003647089004517,0.9125683903694153,-0.1317431628704071,0.9968830943107605,0,0,0,0,0,0,0,0,0.6152999997138977,1.0421191453933716,-0.556817889213562,0.7220034003257751,0.3788038194179535,0.9768587350845337,-0.9731194376945496,0.8768477439880371,0.6033635139465332,1.0383766889572144,-0.630216121673584,0.7367052435874939,0.399362713098526,0.9118835926055908,-1.0761492252349854,0.8535444736480713,0.5396485924720764,0.9295265674591064,-0.597737729549408,0.7892210483551025,0.3976300358772278,0.8821067810058594,-1.0438326597213745,0.8839463591575623,0.540379524230957,0.9406023025512695,-0.5590457916259766,0.7652442455291748,0.39817553758621216,0.8987883925437927,-0.9780782461166382,0.8609424233436584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.45280179381370544,0.7252474427223206,-0.4708685874938965,0.9996380805969238,0.46604838967323303,0.675045907497406,-0.4477272927761078,0.9994163513183594,0.47834181785583496,0.6727866530418396,-0.4475807547569275,0.9995284080505371,0.4889519214630127,0.6707533597946167,-0.4474978446960449,0.9994766116142273,0.42606887221336365,0.6814670562744141,-0.4415457248687744,0.9993376731872559,0.4121600091457367,0.6837806105613708,-0.4408321976661682,0.9993628263473511,0.39986127614974976,0.686468780040741,-0.44094061851501465,0.9993178248405457,0.5022417902946472,0.679287314414978,-0.21490636467933655,0.9995922446250916,0.3827555775642395,0.7078362703323364,-0.1726829558610916,0.9994248747825623,0.4835430085659027,0.770782470703125,-0.3766689896583557,0.9993197321891785,0.43288654088974,0.7786336541175842,-0.36503511667251587,0.9993009567260742,0.6170090436935425,0.8474486470222473,-0.06410574167966843,0.9978718757629395,0.3229774534702301,0.9047964215278625,-0.08407673984766006,0.9969710111618042,0,0,0,0,0,0,0,0,0.599344789981842,0.9845035076141357,-0.600264847278595,0.7417652606964111,0.39258161187171936,0.9795783758163452,-0.9594647288322449,0.8732174634933472,0.5923969149589539,0.9519138932228088,-0.6662503480911255,0.7544191479682922,0.42299795150756836,0.9164232611656189,-1.0613572597503662,0.8528599143028259,0.5411674380302429,0.909591019153595,-0.5982804894447327,0.8038341403007507,0.4184892773628235,0.8846269249916077,-1.016950011253357,0.883549153804779,0.541557788848877,0.9308963418006897,-0.5861291885375977,0.7813326716423035,0.4141786992549896,0.9038981199264526,-0.9609750509262085,0.8609899282455444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.4523264467716217,0.7249863743782043,-0.49071788787841797,0.9996342658996582,0.4646294116973877,0.6750521063804626,-0.4519830644130707,0.9994067549705505,0.4770762026309967,0.6727035641670227,-0.45164719223976135,0.9995145797729492,0.4877385199069977,0.6706483364105225,-0.45132169127464294,0.9994608163833618,0.4258587956428528,0.682117760181427,-0.4586610794067383,0.9993253350257874,0.4125165045261383,0.6846533417701721,-0.45784813165664673,0.9993453025817871,0.4005088210105896,0.687431275844574,-0.4580214023590088,0.9992976784706116,0.5022784471511841,0.6774174571037292,-0.23490159213542938,0.9995761513710022,0.3852980136871338,0.7076804041862488,-0.18367215991020203,0.9993980526924133,0.4836850166320801,0.770618200302124,-0.38402003049850464,0.9993170499801636,0.4332757592201233,0.7779635787010193,-0.38377436995506287,0.9992802143096924,0.6162391901016235,0.8413869738578796,-0.09528353065252304,0.997765839099884,0.33685335516929626,0.8914105892181396,-0.08253790438175201,0.996895968914032,0,0,0,0,0,0,0,0,0.5923553109169006,0.9748495817184448,-0.6298030614852905,0.740153431892395,0.42488354444503784,0.9553601145744324,-0.9680745005607605,0.8777148723602295,0.5783247947692871,0.9618469476699829,-0.6986450552940369,0.7529407143592834,0.4640790820121765,0.9082733988761902,-1.079729676246643,0.8571786284446716,0.544737696647644,0.9207782745361328,-0.6705902218818665,0.8034232258796692,0.45954689383506775,0.8703171610832214,-1.0346667766571045,0.8871217370033264,0.5422398447990417,0.9409387707710266,-0.6236316561698914,0.7809300422668457,0.44577646255493164,0.8841675519943237,-0.9676984548568726,0.8645458221435547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.4610779881477356,0.7235507965087891,-0.5024176836013794,0.9994565844535828,0.47136563062667847,0.675102174282074,-0.46756213903427124,0.9991044998168945,0.48219233751296997,0.6728213429450989,-0.4673442244529724,0.9991732239723206,0.4913403391838074,0.670855700969696,-0.46711453795433044,0.9991166591644287,0.4338235855102539,0.682120144367218,-0.4697364866733551,0.9990354180335999,0.4205036163330078,0.6846447587013245,-0.46892404556274414,0.9990443587303162,0.4081067144870758,0.687343955039978,-0.46907058358192444,0.9990382790565491,0.5025259852409363,0.67737877368927,-0.2323123663663864,0.9992853999137878,0.3908975124359131,0.7056273221969604,-0.20027990639209747,0.9990283846855164,0.4876554608345032,0.7680211663246155,-0.395844042301178,0.9989667534828186,0.4445594847202301,0.7753011584281921,-0.39243263006210327,0.9989660978317261,0.6086056232452393,0.8429344296455383,-0.06328646838665009,0.9965574741363525,0.34243160486221313,0.8918197154998779,-0.11041611433029175,0.9955061078071594,0,0,0,0,0,0,0,0,0.7538373470306396,1.010494589805603,-0.42315348982810974,0.6996557116508484,0.43251651525497437,0.9266726970672607,-0.9889649152755737,0.8794524669647217,0.7805399298667908,1.0222135782241821,-0.4846652150154114,0.7129929065704346,0.4805525243282318,0.8820129632949829,-1.0983508825302124,0.8568562865257263,0.7616083025932312,0.9942615032196045,-0.49239856004714966,0.7660053372383118,0.47499948740005493,0.8392037749290466,-1.0603892803192139,0.8864614963531494,0.7427465319633484,0.9992427229881287,-0.44033974409103394,0.7462875843048096,0.4585314691066742,0.8495873212814331,-0.989960789680481,0.8625871539115906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0.4618481695652008,0.7228501439094543,-0.502963662147522,0.9994646310806274,0.47419291734695435,0.6751744151115417,-0.47446832060813904,0.9991053342819214,0.48494458198547363,0.6730400919914246,-0.47449812293052673,0.9991746544837952,0.49370527267456055,0.6713127493858337,-0.4744636118412018,0.9991152286529541,0.4356701374053955,0.6819652915000916,-0.47683730721473694,0.9990399479866028,0.42223137617111206,0.6840775012969971,-0.47632765769958496,0.9990535974502563,0.40982574224472046,0.6862332820892334,-0.47633200883865356,0.9990443587303162,0.505247950553894,0.6779593825340271,-0.24722686409950256,0.9992889761924744,0.39370638132095337,0.7010468244552612,-0.22143197059631348,0.999021589756012,0.48803168535232544,0.7675629258155823,-0.40805357694625854,0.9990061521530151,0.4446548521518707,0.7736791968345642,-0.4033568799495697,0.9989937543869019,0.6091675758361816,0.8447319865226746,-0.0711565837264061,0.996646523475647,0.34194129705429077,0.8921810984611511,-0.1317749172449112,0.9955702424049377,0,0,0,0,0.3255397081375122,1.146720290184021,-0.45929282903671265,0.5124703645706177,0.7386339902877808,1.138624906539917,-0.3950095772743225,0.6638008952140808,0.43610715866088867,0.9285165071487427,-0.9525753855705261,0.8845223188400269,0.7606755495071411,1.1677368879318237,-0.45769017934799194,0.6791227459907532,0.47851213812828064,0.8811569213867188,-1.0591518878936768,0.8614967465400696,0.7397434711456299,1.1406325101852417,-0.4695136547088623,0.7351993918418884,0.4750277101993561,0.8354216814041138,-1.0312623977661133,0.8900535106658936,0.7216726541519165,1.1372381448745728,-0.41311532258987427,0.7193827629089355,0.4596596658229828,0.8498156070709229,-0.9558783769607544,0.8667519688606262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0.47857657074928284,0.722334623336792,-0.5596839785575867,0.9994941353797913,0.48969539999961853,0.6738592386245728,-0.526349663734436,0.9991487264633179,0.5006725192070007,0.6717761158943176,-0.5263783931732178,0.9992130994796753,0.5105540156364441,0.6702485680580139,-0.5262438058853149,0.9991469383239746,0.45209115743637085,0.6807789206504822,-0.5251959562301636,0.9990948438644409,0.43784815073013306,0.6831694841384888,-0.5248347520828247,0.9991119503974915,0.42569437623023987,0.6857126355171204,-0.5248618721961975,0.9991014003753662,0.5261208415031433,0.6778596043586731,-0.2700946033000946,0.9993171095848083,0.4059425890445709,0.7006782293319702,-0.23742333054542542,0.9990864396095276,0.5049623250961304,0.7664437890052795,-0.4592844843864441,0.9990639686584473,0.4634522497653961,0.7734471559524536,-0.4502820372581482,0.9990552663803101,0.6410442590713501,0.8497905731201172,-0.08319305628538132,0.9963390231132507,0.3512077033519745,0.8960710167884827,-0.14655306935310364,0.9955796003341675,0,0,0,0,0.32388365268707275,1.1896917819976807,-0.4805964529514313,0.529089093208313,0.7093371152877808,1.0206633806228638,-0.6886399984359741,0.6663873791694641,0.4410560727119446,0.935530960559845,-1.0137596130371094,0.8926718831062317,0.7338240146636963,1.105958342552185,-0.7664262056350708,0.6810271739959717,0.4837602972984314,0.889456570148468,-1.1115944385528564,0.8704729676246643,0.7102807760238647,1.0652307271957397,-0.7228574156761169,0.7370253205299377,0.48275575041770935,0.8404976725578308,-1.0615818500518799,0.8972446322441101,0.6972838640213013,1.0678417682647705,-0.6869702339172363,0.7222966551780701,0.4684782028198242,0.8562737107276917,-1.0041053295135498,0.8751038908958435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0.48283272981643677,0.707324743270874,-0.7737644910812378,0.9995034337043762,0.49824461340904236,0.6595476269721985,-0.7368677854537964,0.9991794228553772,0.5107419490814209,0.6569262146949768,-0.7367660999298096,0.9992278218269348,0.5221418142318726,0.6556122899055481,-0.7365589141845703,0.9991544485092163,0.46016472578048706,0.6690062880516052,-0.7265083193778992,0.9991340041160583,0.4458828866481781,0.6725782155990601,-0.726161539554596,0.999150276184082,0.43404150009155273,0.6761548519134521,-0.7262235283851624,0.9991418719291687,0.5447992086410522,0.670074999332428,-0.44052180647850037,0.9993371367454529,0.41488727927207947,0.695443332195282,-0.36540037393569946,0.9991302490234375,0.5100796818733215,0.758561909198761,-0.6596393585205078,0.9991167783737183,0.4665975570678711,0.764862596988678,-0.6386741399765015,0.9990953207015991,0.6708648800849915,0.8575502634048462,-0.2660132944583893,0.9957585334777832,0.3546033203601837,0.9009448289871216,-0.22787785530090332,0.995488703250885,0,0,0,0,0.33242374658584595,1.2356164455413818,-0.629571795463562,0.5502433180809021,0.6835311055183411,0.9899539351463318,-1.064466953277588,0.6445131897926331,0.4497242867946625,0.9438163042068481,-1.242971658706665,0.8968107104301453,0.7036858797073364,1.0044666528701782,-1.1524685621261597,0.6466849446296692,0.4797787666320801,0.8920670747756958,-1.3545091152191162,0.8703747391700745,0.6643608808517456,0.9800264239311218,-1.0565990209579468,0.7035548686981201,0.47628122568130493,0.8467758297920227,-1.2971982955932617,0.8972107768058777,0.6851303577423096,0.998096227645874,-1.0418461561203003,0.6899605393409729,0.4661563038825989,0.8678818345069885,-1.2350834608078003,0.8744692802429199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0.49933743476867676,0.7037646770477295,-0.5436015129089355,0.999549388885498,0.517734169960022,0.6559315323829651,-0.5141193866729736,0.9992523789405823,0.5300794243812561,0.6541696786880493,-0.5139273405075073,0.9992969036102295,0.5425878763198853,0.6536440253257751,-0.5134958624839783,0.999228298664093,0.4813767373561859,0.6638234257698059,-0.5055490732192993,0.9992126226425171,0.4682639539241791,0.6674253344535828,-0.5050134062767029,0.999228298664093,0.4557253420352936,0.6715324521064758,-0.5052093267440796,0.9992197155952454,0.5639317631721497,0.6699187755584717,-0.32301831245422363,0.9993923902511597,0.43826574087142944,0.691996157169342,-0.25596264004707336,0.9992112517356873,0.5228488445281982,0.7559759616851807,-0.4677657186985016,0.9991910457611084,0.4805942475795746,0.760055422782898,-0.4523332118988037,0.9991762638092041,0.6795839071273804,0.8674179911613464,-0.2133699655532837,0.995729386806488,0.36622899770736694,0.9006677269935608,-0.1606673151254654,0.9957051277160645,0,0,0,0,0.32978180050849915,1.1982327699661255,-0.2585614323616028,0.5062793493270874,0.725338876247406,1.0064860582351685,-0.7801176309585571,0.6339805722236633,0.3645628094673157,1.3228405714035034,-0.6410311460494995,0.8276510834693909,0.7325722575187683,1.0078953504562378,-0.8605321049690247,0.6411339640617371,0.349443256855011,1.393235445022583,-0.7218090295791626,0.8175437450408936,0.7076282501220703,0.9863311052322388,-0.8097442388534546,0.7004063129425049,0.3756257891654968,1.370319128036499,-0.754724383354187,0.8547229766845703,0.6998370885848999,1.0010322332382202,-0.7807558178901672,0.6884675025939941,0.38819852471351624,1.345788598060608,-0.6711758971214294,0.8321313858032227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
