frame,person_id,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
39,0,0.6641846895217896,0.8391152620315552,-0.8797653317451477,0.9991726279258728,0.6787551641464233,0.7967931628227234,-0.8434079885482788,0.9985874891281128,0.6883756518363953,0.7972551584243774,-0.8436092138290405,0.9988493323326111,0.6982556581497192,0.7983688712120056,-0.8437880277633667,0.9980530738830566,0.6422052383422852,0.7962978482246399,-0.8554180264472961,0.9988420009613037,0.6275738477706909,0.796786904335022,-0.8552986979484558,0.9991841316223145,0.6143984794616699,0.7977945804595947,-0.8555378913879395,0.9989657998085022,0.709579348564148,0.8133788704872131,-0.5291178822517395,0.9986840486526489,0.5933941602706909,0.8116219639778137,-0.5743840336799622,0.9994075298309326,0.6824262142181396,0.887969970703125,-0.7521815896034241,0.9988788366317749,0.6380466222763062,0.8877617716789246,-0.766046404838562,0.9993122220039368,0.7884931564331055,0.9833430647850037,-0.2828514873981476,0.9785722494125366,0.49586525559425354,0.9867441654205322,-0.3686460554599762,0.9854470491409302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0.6641942262649536,0.8392579555511475,-0.8708343505859375,0.9989321231842041,0.6787495613098145,0.7975656390190125,-0.8339956998825073,0.998227059841156,0.6883896589279175,0.7981582283973694,-0.8341898918151855,0.9984793663024902,0.6983004212379456,0.7994610667228699,-0.8343595266342163,0.9974802136421204,0.6423493027687073,0.7965272068977356,-0.8462969064712524,0.9986343383789062,0.6277639865875244,0.7968796491622925,-0.8462086915969849,0.9990252256393433,0.6146485209465027,0.7978231310844421,-0.8464743494987488,0.998807430267334,0.7095972299575806,0.8140876293182373,-0.5239269733428955,0.998286247253418,0.593392550945282,0.8115569353103638,-0.5686990022659302,0.9993286728858948,0.6822356581687927,0.8878549337387085,-0.7439346313476562,0.9985566735267639,0.6380543112754822,0.8875731229782104,-0.7582969665527344,0.9991998672485352,0.78631591796875,0.9837275147438049,-0.2679234445095062,0.9723894000053406,0.49586614966392517,0.9857715368270874,-0.36719852685928345,0.9847598671913147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0.6637764573097229,0.8390763998031616,-0.8219757080078125,0.9986804723739624,0.6785391569137573,0.7975143194198608,-0.7779961824417114,0.9979998469352722,0.6881892085075378,0.7981082201004028,-0.778246283531189,0.998220682144165,0.6981428861618042,0.7994233965873718,-0.7783214449882507,0.9971822500228882,0.6423438787460327,0.7964619398117065,-0.791868269443512,0.998467206954956,0.6277784109115601,0.7968099117279053,-0.7919856309890747,0.9988651275634766,0.6147078275680542,0.7977597117424011,-0.7923302054405212,0.9986745119094849,0.7095031142234802,0.8140680193901062,-0.4542798399925232,0.998070240020752,0.5934125185012817,0.811504065990448,-0.5111390352249146,0.99922776222229,0.6814318895339966,0.8870300650596619,-0.6926249265670776,0.9982165098190308,0.6377553343772888,0.8865599036216736,-0.7099803686141968,0.9989981055259705,0.7847857475280762,0.9854099750518799,-0.21747560799121857,0.9654102325439453,0.49602189660072327,0.9839941263198853,-0.31578928232192993,0.9827598333358765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0.6628504991531372,0.837228536605835,-0.8256489634513855,0.998670756816864,0.67796790599823,0.7969476580619812,-0.7839829921722412,0.9979360103607178,0.6877322793006897,0.7976469397544861,-0.7842133045196533,0.9981638193130493,0.6978179216384888,0.7991191744804382,-0.7843162417411804,0.9970794320106506,0.6419247984886169,0.795599102973938,-0.7972198724746704,0.998431384563446,0.6275568008422852,0.795844316482544,-0.7972515821456909,0.9988488554954529,0.614623486995697,0.7967605590820312,-0.7975753545761108,0.998661994934082,0.7094855308532715,0.8140153288841248,-0.46465620398521423,0.9979764819145203,0.5934118628501892,0.8111409544944763,-0.5169953107833862,0.9992319941520691,0.6806777715682983,0.8843458890914917,-0.6967285871505737,0.9982428550720215,0.6370790004730225,0.8830535411834717,-0.7136920690536499,0.9990318417549133,0.7849521040916443,0.9874799847602844,-0.21089574694633484,0.9656603932380676,0.49643969535827637,0.9832534790039062,-0.318203866481781,0.983704149723053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0.6619573831558228,0.8359817862510681,-0.8277537226676941,0.9985731840133667,0.6773326396942139,0.7964305877685547,-0.786561906337738,0.9977039098739624,0.6871722936630249,0.7972317934036255,-0.7867648005485535,0.9979569315910339,0.6974150538444519,0.7988710999488831,-0.7868746519088745,0.9967445135116577,0.6415281891822815,0.794714093208313,-0.8000032305717468,0.9982764720916748,0.6273773908615112,0.7948099374771118,-0.8000065684318542,0.9987466931343079,0.6145588159561157,0.7956198453903198,-0.8003004789352417,0.9985536932945251,0.709479570388794,0.8139813542366028,-0.46998077630996704,0.9977269768714905,0.5934101939201355,0.8105679154396057,-0.5172494649887085,0.9991788268089294,0.680053174495697,0.8828666806221008,-0.6974848508834839,0.998151957988739,0.6363964676856995,0.8810179829597473,-0.7150892019271851,0.9990139007568359,0.7850668430328369,0.9876283407211304,-0.21752169728279114,0.9646775126457214,0.4965781271457672,0.982988178730011,-0.3232688009738922,0.9841357469558716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0.6616791486740112,0.8335925340652466,-0.8133379817008972,0.9983009099960327,0.6769500970840454,0.7952588200569153,-0.7696632146835327,0.9974185824394226,0.6868266463279724,0.7961419224739075,-0.7698994874954224,0.9976817965507507,0.6971391439437866,0.7979153394699097,-0.7699788212776184,0.9963606595993042,0.6412643194198608,0.7931556105613708,-0.7820930480957031,0.9980627298355103,0.6272575259208679,0.7931467890739441,-0.7821246981620789,0.9985744953155518,0.6145020723342896,0.793890118598938,-0.7824772596359253,0.9983838200569153,0.7094716429710388,0.8137537837028503,-0.45042818784713745,0.9974853992462158,0.5934100151062012,0.8101313710212708,-0.49793538451194763,0.9990774989128113,0.6799381375312805,0.8807300329208374,-0.685208261013031,0.9978283047676086,0.6363010406494141,0.8777872920036316,-0.7007614374160767,0.9988366365432739,0.7850611805915833,0.9875864386558533,-0.21232068538665771,0.958196222782135,0.4984103739261627,0.982636034488678,-0.32070431113243103,0.982216477394104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0.6608267426490784,0.8303292989730835,-0.8151361346244812,0.9980820417404175,0.6763874888420105,0.7936340570449829,-0.7712259888648987,0.9971763491630554,0.6863548755645752,0.7947546243667603,-0.771462619304657,0.9974497556686401,0.6967858076095581,0.7967886328697205,-0.7715134620666504,0.996026337146759,0.6404813528060913,0.7907799482345581,-0.783794641494751,0.9978839159011841,0.6266418695449829,0.7906110882759094,-0.7838324904441833,0.998430609703064,0.6139470934867859,0.7911768555641174,-0.7841886281967163,0.9982320070266724,0.7094762921333313,0.8136246204376221,-0.4511677324771881,0.9972737431526184,0.5932729840278625,0.8093528151512146,-0.500817596912384,0.9989746809005737,0.6795095801353455,0.8783957362174988,-0.6875056028366089,0.9974820613861084,0.6352996230125427,0.8746020793914795,-0.7030943632125854,0.9986461400985718,0.7855218052864075,0.9886627197265625,-0.21539632976055145,0.9500823020935059,0.4984738826751709,0.9821990132331848,-0.3229820132255554,0.9792429208755493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0.6601884961128235,0.8285780549049377,-0.8171855807304382,0.9979931116104126,0.6759085059165955,0.7925733923912048,-0.7713443040847778,0.9970343708992004,0.6858528852462769,0.7938811182975769,-0.7715746760368347,0.9973205924034119,0.6963303089141846,0.7961165904998779,-0.7716299295425415,0.9958093762397766,0.6400792002677917,0.7890365123748779,-0.78608238697052,0.9977880716323853,0.6263564825057983,0.7886072993278503,-0.786117672920227,0.998374879360199,0.6136239171028137,0.7888422012329102,-0.7864885330200195,0.9981656670570374,0.7094112038612366,0.8135809302330017,-0.44351357221603394,0.9970857501029968,0.5930376648902893,0.8082735538482666,-0.5058181881904602,0.9989483952522278,0.6789924502372742,0.8775609731674194,-0.6887763738632202,0.9973815679550171,0.6345541477203369,0.8730482459068298,-0.7060559988021851,0.9986113905906677,0.7845490574836731,0.9900996088981628,-0.18608030676841736,0.9450656175613403,0.4982265532016754,0.9820215106010437,-0.33969590067863464,0.9790747761726379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0.6579298973083496,0.8274486660957336,-0.8188970685005188,0.9979114532470703,0.6743241548538208,0.7914525270462036,-0.772730827331543,0.996812105178833,0.684228777885437,0.7928591370582581,-0.772966742515564,0.9971504211425781,0.6947765946388245,0.7951174974441528,-0.7730239033699036,0.9954561591148376,0.6384666562080383,0.7874162793159485,-0.7876455783843994,0.997649610042572,0.625085175037384,0.786781370639801,-0.7876631021499634,0.9983083605766296,0.6124840378761292,0.7867053151130676,-0.7880522012710571,0.9980744123458862,0.709000825881958,0.8131929039955139,-0.44585809111595154,0.9967350959777832,0.5923799276351929,0.8067547678947449,-0.5084086060523987,0.9989197850227356,0.6772173643112183,0.8767582774162292,-0.6909314393997192,0.9972929358482361,0.6321619749069214,0.871850848197937,-0.7075664401054382,0.998607873916626,0.783807635307312,0.9928843975067139,-0.18873676657676697,0.9412466883659363,0.4963511824607849,0.9821192026138306,-0.34619569778442383,0.9796132445335388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0.6553820371627808,0.8195813894271851,-0.8168059587478638,0.9979081153869629,0.6720432639122009,0.7816742658615112,-0.7684847116470337,0.9967503547668457,0.6822283267974854,0.7830379009246826,-0.768750011920929,0.9971731305122375,0.692792534828186,0.7851682305335999,-0.76881343126297,0.9953925013542175,0.6351883411407471,0.7796143293380737,-0.7832794189453125,0.9975916743278503,0.6215410232543945,0.7798568606376648,-0.7832425832748413,0.9983142018318176,0.6090558767318726,0.7808444499969482,-0.7836822271347046,0.9980469346046448,0.7087664604187012,0.8076456189155579,-0.4422301650047302,0.9966957569122314,0.5902732014656067,0.8033707737922668,-0.4997139871120453,0.9989392757415771,0.6762709021568298,0.8679993748664856,-0.6892969012260437,0.9973200559616089,0.6293902397155762,0.8652717471122742,-0.7059283256530762,0.9986395835876465,0.785459041595459,0.9928539991378784,-0.18065355718135834,0.9408327341079712,0.49491605162620544,0.982462465763092,-0.3453886806964874,0.9805020689964294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0.6527751684188843,0.8177814483642578,-0.8169909715652466,0.9979490637779236,0.6696118116378784,0.7792933583259583,-0.7698785662651062,0.9967628717422485,0.679868221282959,0.7806101441383362,-0.7701467275619507,0.9972039461135864,0.6902112364768982,0.7826641201972961,-0.770188570022583,0.9953956604003906,0.6325567960739136,0.7773910164833069,-0.78467857837677,0.9976156949996948,0.6187461614608765,0.7777402400970459,-0.7846574187278748,0.9983422756195068,0.6065426468849182,0.7788776159286499,-0.7850820422172546,0.998070478439331,0.7077583074569702,0.8058682084083557,-0.4572318196296692,0.9967206716537476,0.5884582996368408,0.8017261624336243,-0.5025304555892944,0.9989632368087769,0.6745985746383667,0.866209864616394,-0.6926698684692383,0.9973676800727844,0.6267538666725159,0.8637401461601257,-0.7063668966293335,0.998688280582428,0.7861044406890869,0.9912087917327881,-0.21208390593528748,0.9406712651252747,0.49179425835609436,0.982521653175354,-0.34532326459884644,0.980969250202179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0.6481491327285767,0.8119156360626221,-0.7811185121536255,0.9980362057685852,0.6651374697685242,0.7727873921394348,-0.7343848347663879,0.9968891143798828,0.6759135723114014,0.7738795876502991,-0.7346106767654419,0.9973201751708984,0.685468852519989,0.7756643295288086,-0.7346586585044861,0.9955616593360901,0.6278654336929321,0.7722136378288269,-0.7435946464538574,0.9977205991744995,0.6141719818115234,0.7733100652694702,-0.743486225605011,0.9984186291694641,0.6029406785964966,0.7748785018920898,-0.7438710927963257,0.9981569051742554,0.7038434147834778,0.8003952503204346,-0.42557016015052795,0.996861457824707,0.5856970548629761,0.7993291616439819,-0.4534997344017029,0.9990211725234985,0.6710623502731323,0.8576088547706604,-0.6600874066352844,0.9974772930145264,0.6229442358016968,0.8570855855941772,-0.6691727042198181,0.9987566471099854,0.7861693501472473,0.987472653388977,-0.19745582342147827,0.9412045478820801,0.49051156640052795,0.9820653200149536,-0.30826336145401,0.9815640449523926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0.6458002328872681,0.8106654286384583,-0.7750941514968872,0.9980940818786621,0.66278475522995,0.770928680896759,-0.7296989560127258,0.9969664812088013,0.6736775040626526,0.771807849407196,-0.7299318313598633,0.997395396232605,0.6827782988548279,0.7733715176582336,-0.7299857139587402,0.9956673383712769,0.625517725944519,0.770793616771698,-0.7386916279792786,0.9977855682373047,0.6119043827056885,0.7720772624015808,-0.7385545969009399,0.9984669089317322,0.601073682308197,0.7737601399421692,-0.7389408349990845,0.9982128739356995,0.7008565664291382,0.7978287935256958,-0.42227229475975037,0.9969489574432373,0.5840153694152832,0.7981618642807007,-0.4513665735721588,0.9990619421005249,0.6686506867408752,0.8556089401245117,-0.6547366380691528,0.9975499510765076,0.6206873655319214,0.8557910919189453,-0.6640298366546631,0.9988086819648743,0.7863912582397461,0.9853281378746033,-0.1951560378074646,0.9418408274650574,0.49005141854286194,0.981996476650238,-0.3068435490131378,0.9821170568466187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0.6439247131347656,0.8050581812858582,-0.7809734344482422,0.9979996681213379,0.6609262824058533,0.765954852104187,-0.7347674369812012,0.9968168139457703,0.6721347570419312,0.7671129107475281,-0.7350376844406128,0.9973207116127014,0.6812373399734497,0.7687070369720459,-0.7351300716400146,0.9954832196235657,0.6236051321029663,0.7659106850624084,-0.7446518540382385,0.9976685047149658,0.6102579832077026,0.7672584652900696,-0.7445838451385498,0.9984117746353149,0.59976726770401,0.7692651748657227,-0.7449878454208374,0.9981235861778259,0.6992204785346985,0.7944793105125427,-0.422309935092926,0.9968540668487549,0.5830551385879517,0.7954980134963989,-0.456836998462677,0.9990252256393433,0.6674619913101196,0.8508642911911011,-0.6584994792938232,0.9974508285522461,0.619552731513977,0.8501634001731873,-0.6693426966667175,0.9987730383872986,0.7864106893539429,0.9830709099769592,-0.18982796370983124,0.9411026239395142,0.4896768033504486,0.9816626310348511,-0.30039170384407043,0.9820838570594788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0.6428940296173096,0.8035049438476562,-0.7881987690925598,0.9980452060699463,0.6594712734222412,0.7639406323432922,-0.7424505949020386,0.996822714805603,0.6708008050918579,0.7650864720344543,-0.7428396344184875,0.9973682165145874,0.6798697710037231,0.7665361166000366,-0.7430019974708557,0.9955453276634216,0.622417151927948,0.7640780210494995,-0.7486516237258911,0.9976478219032288,0.6093107461929321,0.7654805779457092,-0.7484326362609863,0.9984132051467896,0.5989139676094055,0.7676168084144592,-0.7489250302314758,0.998112142086029,0.6984408497810364,0.7928264141082764,-0.44094032049179077,0.9968782663345337,0.5823408365249634,0.7944871783256531,-0.4622625410556793,0.9990324378013611,0.6667641401290894,0.8498743176460266,-0.6711525917053223,0.9975590705871582,0.6189311742782593,0.8493220806121826,-0.6758706569671631,0.9988256692886353,0.787776529788971,0.9828320741653442,-0.19453677535057068,0.9443128108978271,0.4899490773677826,0.9822266101837158,-0.3043592572212219,0.9831365942955017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0.6417285203933716,0.8035025000572205,-0.8019024729728699,0.99810391664505,0.6584054231643677,0.7637481689453125,-0.7575241923332214,0.9968843460083008,0.6699087619781494,0.7648823261260986,-0.7579048871994019,0.9974435567855835,0.6790435910224915,0.7663170695304871,-0.7580565214157104,0.9956691265106201,0.6214895844459534,0.7637869715690613,-0.7611149549484253,0.9976783394813538,0.6085528135299683,0.7651364207267761,-0.7609037160873413,0.998437225818634,0.5983235239982605,0.7671600580215454,-0.7613745927810669,0.99813312292099,0.6980817914009094,0.792181134223938,-0.4557831287384033,0.9969593286514282,0.5819860696792603,0.7936739325523376,-0.46336308121681213,0.9990478157997131,0.665822446346283,0.8499090075492859,-0.6842615008354187,0.9976548552513123,0.6183002591133118,0.8489077687263489,-0.6863833665847778,0.9988704323768616,0.7888428568840027,0.9821061491966248,-0.2083081305027008,0.9472644925117493,0.49086055159568787,0.9825032949447632,-0.30681589245796204,0.983959436416626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0.640893816947937,0.8055016398429871,-0.8009743690490723,0.9980998635292053,0.6573812961578369,0.7648447155952454,-0.7576919198036194,0.9968384504318237,0.6688649654388428,0.7653077840805054,-0.7580598592758179,0.9974297285079956,0.6779173612594604,0.7665679454803467,-0.7582079172134399,0.9956434369087219,0.6210640072822571,0.7663702368736267,-0.7621622681617737,0.9976305961608887,0.6083613038063049,0.7681061029434204,-0.7620119452476501,0.9984115958213806,0.5981791019439697,0.7703247666358948,-0.762458860874176,0.9980952739715576,0.6972020268440247,0.7924512624740601,-0.4556705355644226,0.9969518184661865,0.5820662975311279,0.7947418689727783,-0.4672567844390869,0.9990229606628418,0.6651303172111511,0.8501126170158386,-0.6826409697532654,0.9976670742034912,0.6182440519332886,0.8503687977790833,-0.6853439807891846,0.9988728165626526,0.7888676524162292,0.9819300770759583,-0.2076808512210846,0.949479341506958,0.49322885274887085,0.9825860857963562,-0.28777578473091125,0.9846631288528442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0.6395111083984375,0.8106790781021118,-0.8431313633918762,0.9980658292770386,0.6562206745147705,0.7707651257514954,-0.8082723617553711,0.9967058300971985,0.6679879426956177,0.7706676125526428,-0.8085916638374329,0.9973651766777039,0.6773165464401245,0.7711977362632751,-0.8087376356124878,0.9954916834831238,0.6198123693466187,0.772419273853302,-0.8078597784042358,0.9975091218948364,0.6073464155197144,0.7738221883773804,-0.8078070878982544,0.998340368270874,0.5974472165107727,0.7760134935379028,-0.8082043528556824,0.9979783296585083,0.6973190307617188,0.7940664887428284,-0.5151649713516235,0.9968975186347961,0.5820667147636414,0.7981392741203308,-0.502977728843689,0.9989654421806335,0.6646605134010315,0.8560389280319214,-0.724518895149231,0.9976305961608887,0.6173985600471497,0.8569937348365784,-0.7216493487358093,0.9988409876823425,0.7935698628425598,0.9817660450935364,-0.25840574502944946,0.9508951902389526,0.49610573053359985,0.9828620553016663,-0.2913409173488617,0.9849726557731628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0.6381465196609497,0.8201863765716553,-0.8546561002731323,0.998041033744812,0.6555190086364746,0.780423104763031,-0.8214792013168335,0.9965249300003052,0.6675454378128052,0.7796663045883179,-0.82179194688797,0.9972841739654541,0.6771978735923767,0.7792902588844299,-0.8219212293624878,0.9952463507652283,0.6190928816795349,0.7825219035148621,-0.8193767666816711,0.9973714351654053,0.6067579388618469,0.7834215760231018,-0.8193195462226868,0.9982766509056091,0.597055971622467,0.7852208614349365,-0.819732666015625,0.9978576302528381,0.6975464224815369,0.797722578048706,-0.5315514802932739,0.9967860579490662,0.5822213888168335,0.8034622073173523,-0.5102605223655701,0.9989138841629028,0.6639036536216736,0.8646019697189331,-0.7366482019424438,0.99760901927948,0.617062509059906,0.8672879934310913,-0.7314026951789856,0.9988305568695068,0.798774242401123,0.9854564070701599,-0.2736961543560028,0.9524903297424316,0.49743732810020447,0.9862295985221863,-0.295862078666687,0.9856987595558167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0.6387247443199158,0.8292855024337769,-0.8834270238876343,0.9980974793434143,0.6588774919509888,0.7884941697120667,-0.8512586355209351,0.9965521097183228,0.6714824438095093,0.7878536581993103,-0.851547122001648,0.9973294734954834,0.6825851202011108,0.7875077128410339,-0.8516396284103394,0.9952536225318909,0.6207917928695679,0.7907456159591675,-0.8491064310073853,0.997388482093811,0.6084471344947815,0.7917693257331848,-0.8490575551986694,0.9983023405075073,0.5980507731437683,0.7936399579048157,-0.8494159579277039,0.9978645443916321,0.7044241428375244,0.8019691109657288,-0.5615344643592834,0.9968053698539734,0.5843870639801025,0.8086338043212891,-0.5391510725021362,0.9989148378372192,0.6655259728431702,0.8741870522499084,-0.7654807567596436,0.997646152973175,0.6185570955276489,0.8761637806892395,-0.7599530220031738,0.9988471269607544,0.8046714663505554,0.9867865443229675,-0.3046671748161316,0.95423424243927,0.5014812350273132,0.9890124797821045,-0.31215566396713257,0.9863454699516296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
